IRIS;DEC_PIMP21;DEC_TP6021;DEC_INCERT21;DEC_Q121;DEC_MED21;DEC_Q321;DEC_EQ21;DEC_D121;DEC_D221;DEC_D321;DEC_D421;DEC_D621;DEC_D721;DEC_D821;DEC_D921;DEC_RD21;DEC_S80S2021;DEC_GI21;DEC_PACT21;DEC_PTSA21;DEC_PCHO21;DEC_PBEN21;DEC_PPEN21;DEC_PAUT21;DEC_NOTE21
710760112;47,0;23,0;2;14500;20330;26450;0,59;6930;12430;15880;18230;22440;24620;28320;35050;5,1;6,2;0,301;53,0;49,3;2,1;1,6;44,2;2,8;0
710760113;54,0;20,0;1;15600;22350;31470;0,71;8670;13820;17000;19470;25510;28830;34520;46850;5,4;8,7;0,401;60,6;51,2;1,8;7,6;32,9;6,5;0
710760114;50,0;26,0;1;13460;20530;27950;0,71;8390;12030;15070;17770;22600;25770;29780;38270;4,6;6,5;0,335;56,7;49,9;2,1;4,7;39,8;3,5;0
710760115;54,0;20,0;1;15730;22660;32890;0,76;7840;13600;17050;19890;26080;30680;35280;46990;6,0;8,8;0,382;65,6;56,6;2,2;6,8;28,4;6,0;0
710760116;50,0;24,0;1;14010;21660;30340;0,75;8420;12210;15780;18940;24310;28080;32570;42720;5,1;7,3;0,353;52,5;44,7;2,5;5,3;42,9;4,6;0
710760117;56,0;21,0;1;15400;24160;35610;0,84;7170;12700;17200;20780;28180;32350;38780;52580;7,3;11,6;0,436;62,2;53,9;2,9;5,4;25,8;12,0;0
710760118;53,0;24,0;1;13960;21380;30590;0,78;7060;11920;15770;18460;24500;28110;33360;43210;6,1;7,8;0,351;68,8;61,3;3,6;3,9;27,0;4,2;0
710760119;47,0;24,0;1;14010;20770;27990;0,67;7050;12080;15500;18250;23330;26290;30330;39160;5,6;7,6;0,343;59,8;54,2;3,0;2,6;35,5;4,7;0
710760120;45,0;28,0;1;12710;19440;26150;0,69;6860;11380;14460;17170;22110;24580;27900;34310;5,0;6,1;0,311;68,7;62,9;3,4;2,4;29,8;1,5;0
710760197;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
710760198;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
710760199;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711050101;59,0;18,0;1;16010;23250;30500;0,62;10530;14340;17840;20720;25680;28290;33250;40480;3,8;5,1;0,294;61,8;56,0;2,6;3,2;34,5;3,7;0
711050102;57,0;15,0;1;16960;23760;31740;0,62;10680;15560;18400;21040;26500;29340;34270;43220;4,0;5,5;0,318;53,4;48,0;1,8;3,6;41,2;5,4;0
711050103;69,0;9,0;1;20530;29110;40170;0,67;14090;18620;22440;25760;33200;37160;46130;57870;4,1;5,5;0,327;65,2;55,2;2,4;7,6;26,6;8,2;0
711180101;53,0;21,0;1;14930;21450;28580;0,64;8050;13400;16510;19030;23920;26770;30920;36900;4,6;5,5;0,299;60,5;56,5;2,2;1,8;36,7;2,8;0
711180102;52,0;19,0;1;16050;22380;30760;0,66;9020;14060;17380;20060;25240;28720;33530;41260;4,6;5,9;0,313;59,3;53,9;2,6;2,8;37,0;3,7;0
711180103;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711530101;39,0;35,0;2;10330;16980;24130;0,81;5080;8560;12200;14840;19420;22540;25770;32340;6,4;8,4;0,344;59,4;53,5;3,8;2,1;37,4;3,2;0
711530102;25,0;51,0;2;6760;13180;19640;0,98;590;4830;8120;11070;15750;18370;20840;25820;43,5;21,3;0,397;51,3;s;s;s;47,5;1,2;0
711530103;49,0;23,0;2;14160;21090;28180;0,66;7950;12430;15660;18450;23310;26590;30570;38900;4,9;6,3;0,322;52,6;46,7;2,1;3,8;44,3;3,1;0
711530104;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711530105;55,0;15,0;2;17940;23610;30320;0,52;11870;16310;19220;20970;26090;28460;33190;41460;3,5;4,9;0,298;56,9;51,9;1,8;3,2;39,0;4,1;0
711530106;43,0;26,0;1;13480;19490;25880;0,64;7560;11750;14680;17320;22100;24870;27720;34370;4,5;5,8;0,306;58,4;51,7;2,6;4,1;39,2;2,4;0
711530107;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711530108;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711530109;49,0;19,0;2;15890;21800;29430;0,62;10540;14470;17030;19590;24430;27390;31450;38210;3,6;4,8;0,293;57,9;48,5;2,7;6,7;40,1;2,0;0
711530110;47,0;25,0;2;13280;19890;28050;0,74;6850;12000;14800;17540;22210;26310;30650;38710;5,6;7,2;0,344;62,3;56,5;3,2;2,6;33,7;4,0;0
711530111;31,0;37,0;2;9270;17180;23520;0,83;3240;8010;11400;15050;19170;22130;26440;35900;11,1;14,6;0,405;49,4;44,6;3,4;1,4;48,8;1,8;0
711530112;49,0;21,0;2;15190;21570;29460;0,66;7100;13630;16670;19260;24440;27710;31090;37950;5,3;5,8;0,301;60,6;54,6;3,5;2,5;37,2;2,2;0
711530113;57,0;13,0;2;17540;23930;30510;0,54;12320;16040;18540;21080;26390;28990;33540;41180;3,3;4,5;0,293;61,0;54,6;2,6;3,8;34,6;4,4;0
711530114;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
711530115;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
711760101;28,0;31,0;1;12320;17400;23020;0,61;4400;10900;13640;15520;19270;21810;24560;28850;6,6;6,9;0,299;49,4;43,5;3,3;2,6;47,9;2,7;0
711760102;43,0;15,0;2;16760;21180;27450;0,50;11130;15550;17630;19470;23280;25870;29710;36430;3,3;4,0;0,259;62,0;55,9;1,9;4,2;33,0;5,0;0
711760103;41,0;27,0;2;12640;19390;25980;0,69;7090;11300;14290;17060;21730;24480;28570;36460;5,1;7,6;0,363;55,8;46,7;2,7;6,4;37,5;6,7;0
711760104;35,0;31,0;1;12160;18020;24110;0,66;5420;10190;13530;16230;19890;22540;26210;31030;5,7;7,4;0,321;53,1;46,4;3,3;3,4;44,1;2,8;0
712300101;33,0;25,0;2;13890;19100;25390;0,60;6310;11840;14900;17130;21300;23890;27200;32420;5,1;6,1;0,297;41,0;37,6;2,2;1,2;56,3;2,7;0
712300102;46,0;15,0;1;15940;21420;28530;0,59;11980;14950;16870;18930;23810;26960;30780;37400;3,1;4,0;0,266;52,4;47,5;1,7;3,2;44,0;3,6;0
712300103;37,0;23,0;2;14260;18890;23840;0,51;8970;12720;15110;16620;20410;22900;25640;31340;3,5;4,2;0,262;52,7;48,9;2,9;0,9;45,3;2,0;0
712300104;49,0;15,0;2;17100;22760;29740;0,56;11880;15780;17850;20440;25180;27840;32480;38400;3,2;4,2;0,274;58,3;51,7;2,1;4,5;37,5;4,2;0
712300199;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
712630101;37,0;33,0;1;11000;18160;25080;0,78;3010;8620;13100;15790;20500;23140;26740;34760;11,6;17,8;0,471;48,9;41,6;2,8;4,5;37,2;13,9;0
712630102;50,0;17,0;1;16220;22830;30010;0,60;10230;14740;17580;20330;25430;28250;32080;39510;3,9;5,1;0,299;50,7;44,4;2,0;4,3;43,4;5,9;0
712700101;59,0;13,0;2;16950;22270;29420;0,56;11660;15640;18410;20520;24500;27330;31400;38770;3,3;4,0;0,274;68,7;61,4;3,2;4,1;25,7;5,6;0
712700102;59,0;15,0;2;18060;25570;34960;0,66;10700;16060;19410;22460;28540;32480;37890;51100;4,8;6,5;0,344;60,1;53,2;2,6;4,3;32,2;7,7;0
712700103;19,0;65,0;2;6170;10680;15920;0,91;940;5040;7150;8930;12810;14840;17520;22050;23,4;15,5;0,386;68,3;59,7;7,5;1,1;30,5;1,2;0
712700104;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
712700105;49,0;28,0;1;12780;20100;28940;0,80;6060;10730;14570;17580;22970;26520;32070;42380;7,0;9,3;0,375;65,5;58,1;3,0;4,4;29,2;5,3;0
712700106;56,0;17,0;1;16720;24760;34760;0,73;9580;15190;18480;22110;27500;31770;38640;55770;5,8;8,5;0,398;60,6;48,4;1,8;10,4;32,7;6,7;0
712700107;50,0;26,0;1;13400;20540;29590;0,79;6150;11690;15100;17770;23890;27300;31850;39920;6,5;8,8;0,362;74,5;66,5;4,1;3,9;20,9;4,6;0
712700108;46,0;27,0;1;12600;20430;29170;0,81;6300;10390;14710;17500;23190;26650;31950;41450;6,6;8,9;0,376;62,4;53,9;3,2;5,3;33,8;3,8;0
712700109;29,0;57,0;2;6670;12140;19940;1,09;3170;5610;7700;9980;14690;17790;22430;28090;8,9;11,1;0,411;65,6;57,0;5,0;3,6;32,1;2,3;0
712700110;37,0;47,0;2;8210;14380;23880;1,09;4020;7020;8980;11870;18410;21710;26260;32200;8,0;9,7;0,389;71,9;63,0;5,8;3,1;24,4;3,7;0
712700111;17,0;69,0;2;5110;9320;15670;1,13;220;4110;6110;7670;11520;14330;17210;22270;102,6;20,9;0,417;68,6;58,7;8,4;1,5;30,5;0,9;0
712700112;46,0;30,0;1;12280;19180;26130;0,72;5350;10180;13750;16420;21780;24320;28430;36170;6,8;8,9;0,357;61,1;56,1;3,1;1,9;35,8;3,1;0
712700113;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
712700114;60,0;14,0;1;18520;24820;34570;0,65;11890;16720;19890;22180;28260;32430;37460;47660;4,0;5,1;0,313;58,4;51,9;2,0;4,5;36,3;5,3;0
712700115;23,0;59,0;2;5920;11770;18150;1,04;2600;5270;7200;9580;14040;16670;20260;25070;9,7;12,9;0,398;59,6;50,9;6,5;2,2;38,9;1,5;0
712700116;41,0;37,0;2;9480;17710;25070;0,88;4740;8510;11010;14860;20260;23300;26780;31430;6,6;8,3;0,344;56,1;51,6;3,3;1,2;42,2;1,7;0
712700117;29,0;51,0;2;7730;13700;19710;0,87;3030;6770;8590;11250;16080;18590;20840;25360;8,4;9,0;0,347;65,7;59,5;5,1;1,1;33,8;0,5;0
712709801;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
712709802;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
712709803;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
713060101;34,0;31,0;1;12030;18340;23810;0,64;5130;10110;13310;16050;20670;22660;25550;30790;6,0;7,6;0,317;55,9;50,6;3,4;1,9;42,9;1,2;0
713060102;39,0;25,0;2;13550;19750;25080;0,58;9520;12500;15450;17910;22030;23990;26410;30770;3,2;4,4;0,260;62,5;55,5;4,0;3,0;35,6;1,9;0
713060103;45,0;21,0;2;15140;20290;26440;0,56;9000;13710;16310;18370;22140;24740;28580;35460;3,9;5,1;0,299;54,9;49,2;3,2;2,5;42,5;2,6;0
713060104;37,0;33,0;1;11040;18160;25260;0,78;4070;9450;12980;16130;20560;23400;27800;34690;8,5;9,3;0,361;57,0;49,5;3,6;3,9;39,8;3,2;0
713060105;35,0;39,0;2;9240;16800;23810;0,87;2810;7480;10520;13790;19640;22130;26050;30700;10,9;11,5;0,370;57,5;51,9;3,8;1,8;40,3;2,2;0
713060106;23,0;61,0;2;3170;9650;17840;1,52;0;1900;4900;7200;12990;15830;19630;23880;so;79,0;0,471;41,2;s;s;s;58,2;0,6;0
713060107;41,0;31,0;2;11580;18420;25540;0,76;3930;9150;13440;16200;21150;23630;27390;36850;9,4;11,5;0,389;50,3;43,5;3,0;3,8;44,3;5,4;0
713060108;36,0;33,0;1;10900;17330;24060;0,76;3420;8790;12640;15310;19280;22380;26290;33260;9,7;11,1;0,368;51,9;45,4;3,2;3,3;45,2;2,9;0
713060109;43,0;27,0;2;12750;19830;27170;0,73;5320;11180;14660;17360;22780;25440;29060;39530;7,4;8,9;0,360;54,5;49,5;2,1;2,9;41,4;4,1;0
713060110;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
713100101;46,0;20,0;1;15540;21330;27970;0,58;10070;13760;16750;18930;23360;25980;29470;35510;3,5;4,5;0,265;61,9;56,7;2,7;2,5;35,8;2,3;0
713100102;41,0;29,0;2;12570;19500;26090;0,69;7210;11100;14290;16780;21620;24580;27690;34580;4,8;6,6;0,332;61,1;57,0;2,9;1,2;34,5;4,4;0
713420101;48,0;17,0;1;16670;23470;33290;0,71;10680;15000;17800;20670;26760;29980;38600;49820;4,7;6,4;0,352;41,9;34,8;1,7;5,4;48,8;9,3;0
713420102;41,0;28,0;1;12880;20150;27530;0,73;5610;11210;14470;17720;22680;25770;29700;37200;6,6;9,2;0,375;54,6;47,4;2,3;4,9;39,6;5,8;0
713420103;36,0;26,0;1;13140;19090;24910;0,62;7750;11600;14770;17360;21090;23520;27200;34050;4,4;5,5;0,297;52,7;48,4;2,1;2,2;44,2;3,1;0
713420104;42,0;24,0;1;14350;20060;27560;0,66;8600;12440;15730;17960;22880;25740;29500;36870;4,3;5,7;0,313;62,3;55,5;2,1;4,7;33,8;3,9;0
714450101;49,0;20,0;1;15390;21450;28520;0,61;9030;13680;16720;19000;23820;26840;30360;36440;4,0;4,9;0,283;68,0;62,7;2,5;2,8;28,7;3,3;0
714450102;53,0;18,0;1;16390;22250;30080;0,62;9410;14630;17670;20030;25100;28070;32280;38910;4,1;5,1;0,293;64,7;59,5;2,7;2,5;31,5;3,8;0
714750101;47,0;25,0;2;13760;20380;28530;0,72;6990;11970;15400;17460;22880;26880;31030;37130;5,3;6,9;0,327;60,1;55,1;2,7;2,3;37,6;2,3;0
714750102;55,0;15,0;2;17800;23780;31630;0,58;10680;16370;19360;21520;26090;29510;34260;43930;4,1;4,8;0,288;54,7;48,4;1,7;4,6;42,0;3,3;0
714750103;61,0;13,0;1;18350;24950;33460;0,61;12220;16680;19550;22450;27330;30990;36030;46790;3,8;4,9;0,299;68,6;61,8;2,1;4,7;26,7;4,7;0
714860101;45,0;22,0;1;14900;21150;28500;0,64;9090;13320;16360;18980;23930;26910;30460;37230;4,1;5,6;0,307;57,3;51,2;2,9;3,2;38,4;4,3;0
714860102;55,0;11,0;1;17340;22610;29990;0,56;13540;16610;18640;20640;25110;28050;32880;41660;3,1;4,2;0,292;59,0;50,5;2,1;6,4;37,1;3,9;0
714860103;59,0;13,0;2;17990;23820;32010;0,59;13010;16410;19070;21700;26870;30300;34700;42290;3,3;4,3;0,282;60,0;53,9;2,0;4,1;35,0;5,0;0
714860104;39,0;27,0;2;13060;18300;24360;0,62;6440;11230;14420;16550;20790;22900;26520;30650;4,8;5,7;0,288;58,9;53,9;3,5;1,5;39,6;1,5;0
714990101;41,0;23,0;2;14310;20610;26400;0,59;8120;12890;15520;18450;22390;24390;28200;34630;4,3;5,6;0,304;57,2;52,0;3,1;2,1;39,7;3,1;0
714990102;48,0;15,0;1;16410;21610;28560;0,56;12210;15320;17540;19370;24480;26680;29940;36190;3,0;3,8;0,252;70,0;63,7;2,6;3,7;27,5;2,5;0
715430101;42,0;29,0;1;12240;18940;26610;0,76;5780;10130;13970;16570;21720;24960;28760;35470;6,1;8,2;0,352;59,3;50,9;3,3;5,1;36,0;4,7;0
715430102;48,0;23,0;1;14720;21510;29090;0,67;7810;12660;16640;19420;23710;26750;31630;40260;5,2;6,8;0,322;54,5;48,7;2,5;3,3;41,5;4,0;0
720030101;50,0;22,0;1;14430;21130;26760;0,58;9170;13080;15870;18730;23070;25370;28570;33770;3,7;4,9;0,283;56,7;52,3;2,2;2,2;39,5;3,8;0
720030102;21,0;63,0;2;3940;10380;17380;1,30;0;1900;5370;8080;12700;15740;19100;22750;so;68,5;0,438;64,8;s;s;s;34,6;0,6;0
720030103;27,0;53,0;2;6200;12940;19530;1,03;1800;5170;7450;10010;15760;18120;21160;26320;14,7;13,9;0,384;57,8;s;s;s;41,6;0,6;0
720030104;19,0;67,0;2;4320;9910;15570;1,14;0;1840;5750;8110;11660;14680;17470;21500;so;69,8;0,427;65,0;s;s;s;34,8;0,2;0
720030105;51,0;17,0;1;16110;21170;26720;0,50;10580;14490;16910;18950;23250;25130;28200;32530;3,1;3,7;0,238;61,2;56,4;2,4;2,4;37,6;1,2;0
720080101;57,0;17,0;2;17290;22130;26970;0,44;10330;15840;18290;20450;23910;25740;28380;33600;3,3;4,0;0,241;59,9;56,6;2,2;1,1;38,3;1,8;0
720080102;55,0;17,0;1;16740;23250;30800;0,60;9430;15020;18220;21000;25870;28460;32910;41470;4,4;5,8;0,322;57,5;52,7;2,0;2,8;35,9;6,6;0
720580101;58,0;11,0;1;18990;24730;32000;0,53;12940;17170;20320;22450;27480;29990;34680;41930;3,2;4,1;0,266;66,1;61,2;1,9;3,0;30,2;3,7;0
720580102;66,0;9,0;1;20410;26770;36550;0,60;14580;18880;21870;24070;29950;34280;40370;53270;3,7;5,6;0,342;70,0;59,9;1,5;8,6;22,5;7,5;0
720710101;36,0;33,0;1;11230;18330;25460;0,78;4110;9080;12870;15440;20440;23350;27440;34410;8,4;10,0;0,359;46,1;37,9;2,9;5,3;50,1;3,8;0
720710102;40,0;31,0;1;12170;18510;25100;0,70;4700;10100;13450;16220;21080;23770;26680;32440;6,9;9,3;0,357;51,0;45,0;2,9;3,1;43,4;5,6;0
720710201;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
720710301;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
720950101;26,0;63,0;1;3580;9510;19350;1,66;0;2150;4860;7270;12770;16560;23000;34490;so;138,1;0,614;61,7;53,3;4,2;4,2;23,7;14,6;0
720950102;55,0;19,0;2;16460;23910;31740;0,64;7990;14130;17880;20340;26810;30290;34750;42410;5,3;6,8;0,325;52,8;48,9;1,9;2,0;43,4;3,8;0
720950103;46,0;31,0;1;11190;19760;26380;0,77;4440;9300;13520;16840;22050;24970;28020;33480;7,5;8,7;0,335;61,1;57,2;2,4;1,5;36,6;2,3;0
721240101;44,0;20,0;1;15330;20520;27090;0,57;9030;13720;16740;18660;23050;25490;28990;34810;3,9;5,2;0,302;58,2;51,3;2,3;4,6;37,4;4,4;0
721240102;47,0;13,0;1;17050;22520;28900;0,53;12790;15750;18280;20180;24750;27250;30940;37530;2,9;4,0;0,273;64,6;58,8;2,4;3,4;30,6;4,8;0
721320101;42,0;28,0;1;12790;19150;26400;0,71;5530;10480;14160;16700;22150;24760;28290;35810;6,5;7,8;0,343;55,5;47,3;2,8;5,4;41,0;3,5;0
721320102;41,0;29,0;2;13100;19210;26070;0,68;7110;11580;14340;17210;21890;24670;28010;36280;5,1;6,8;0,340;55,3;50,1;3,0;2,2;39,5;5,2;0
721320103;41,0;29,0;2;12290;19450;26240;0,72;6080;10390;13930;17130;22140;24540;28910;34810;5,7;9,2;0,382;60,5;55,3;2,8;2,4;34,4;5,1;0
721320104;47,0;21,0;2;15060;21400;28150;0,61;8850;13270;16520;19010;23620;25920;30070;35400;4,0;5,9;0,315;46,5;41,4;2,5;2,6;47,8;5,7;0
721320105;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721540101;43,0;21,0;2;15260;21820;31190;0,73;8510;13390;16450;19150;24230;28040;33080;40110;4,7;7,0;0,349;62,8;55,2;2,7;4,9;33,1;4,1;0
721540102;39,0;29,0;2;13110;18750;27060;0,74;7050;11400;14260;16690;21020;24670;29380;35450;5,0;7,4;0,350;58,5;50,9;3,4;4,2;39,1;2,4;0
721540103;41,0;27,0;2;13120;19480;26480;0,69;8050;11660;14770;17150;21470;24660;28030;37060;4,6;6,0;0,322;48,6;43,5;2,4;2,7;47,7;3,7;0
721540104;58,0;12,0;1;18120;23720;30680;0,53;13030;16780;19400;21600;26220;28890;32730;40000;3,1;4,2;0,270;63,8;59,5;1,9;2,4;31,8;4,4;0
721540105;43,0;27,0;1;12970;20380;27370;0,71;5330;10320;14810;17720;22850;25610;29890;37490;7,0;9,3;0,356;56,8;51,1;2,2;3,5;39,5;3,7;0
721540106;45,0;18,0;1;15850;20910;27060;0,54;10550;14680;16860;19150;23190;25520;28990;34970;3,3;4,4;0,274;60,0;54,9;2,3;2,8;36,0;4,0;0
721540107;47,0;21,0;2;15490;21300;28340;0,60;8910;13480;16740;18900;23760;26450;30410;38430;4,3;6,5;0,345;60,2;53,1;2,1;5,0;33,3;6,5;0
721760101;37,0;25,0;2;13790;19280;24720;0,57;6170;11660;15110;17320;21230;23270;26260;32900;5,3;6,8;0,320;47,1;40,7;3,0;3,4;48,0;4,9;0
721760102;37,0;23,0;2;14690;20090;25780;0,55;8190;12740;16150;18190;22150;24380;27950;32860;4,0;5,1;0,278;49,3;42,8;2,3;4,2;46,2;4,5;0
721760201;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721800101;40,0;29,0;1;12200;19500;25980;0,71;4940;10470;14300;16920;22150;24750;28330;34560;7,0;8,0;0,337;54,3;49,5;3,1;1,7;42,6;3,1;0
721800102;33,0;33,0;1;11100;17630;23150;0,68;4360;9340;12680;15250;19960;22000;24850;29100;6,7;8,8;0,337;48,9;43,2;2,9;2,8;48,2;2,9;0
721810101;51,0;23,0;2;14840;24710;40300;1,03;4500;12700;16890;21380;29260;36960;44790;67840;15,1;16,0;0,453;72,4;57,8;3,3;11,3;20,7;6,9;0
721810102;46,0;32,0;1;11120;19180;30000;0,98;2590;8240;13040;15930;22810;27530;33940;44800;17,3;18,2;0,444;62,5;54,3;3,3;4,9;29,8;7,7;0
721810103;52,0;28,0;1;12840;22040;35030;1,01;4630;10650;14610;18360;27190;32360;40240;58330;12,6;19,8;0,501;55,8;48,0;2,4;5,4;30,3;13,9;0
721810201;59,0;19,0;1;17230;26760;38450;0,79;7530;14550;19290;23320;30850;35800;42350;55820;7,4;9,9;0,386;71,8;61,9;2,1;7,8;22,7;5,5;0
721810202;47,0;30,0;1;11490;22150;34880;1,06;1420;8630;13900;18470;26300;31830;38630;49920;35,1;24,7;0,444;76,7;65,8;2,8;8,1;19,1;4,2;0
721810203;50,0;29,0;1;12190;21700;31530;0,89;3870;9310;14140;18320;25510;29490;34460;47840;12,4;15,7;0,426;74,1;67,3;3,0;3,8;20,7;5,2;0
721810301;61,0;15,0;2;19130;26290;34970;0,60;9660;16450;21000;23650;29540;32900;36620;46390;4,8;5,9;0,313;72,3;65,2;2,4;4,7;25,0;2,7;0
721810302;37,0;45,0;2;6750;15180;24530;1,17;800;5160;8760;12330;18870;22230;26650;33240;41,7;25,7;0,441;62,7;53,1;5,1;4,5;34,4;2,9;0
721810401;53,0;29,0;1;11530;23330;36450;1,07;3390;8830;13930;18730;27340;32240;41270;55010;16,2;19,0;0,457;64,6;53,6;2,1;8,9;28,6;6,8;0
721810402;52,0;29,0;1;11720;21360;32130;0,96;3830;9370;14090;18090;25190;29480;36030;46260;12,1;15,4;0,432;66,4;57,3;2,9;6,2;27,1;6,5;0
721810501;57,0;19,0;1;15910;22220;29640;0,62;8690;14340;17240;19870;24890;27860;31840;39390;4,5;8,8;0,411;57,0;53,1;2,5;1,4;26,8;16,2;0
721810502;61,0;19,0;2;16480;26600;38410;0,82;8120;13810;18970;22840;30730;35760;41980;53750;6,6;9,3;0,393;54,2;42,7;1,7;9,8;40,8;5,0;0
721810503;55,0;19,0;2;16290;23660;30090;0,58;8590;14120;18270;21500;26090;28500;31670;36670;4,3;5,5;0,276;51,7;47,6;1,6;2,5;45,9;2,4;0
721810601;65,0;15,0;2;20860;33720;50110;0,87;10550;18620;23600;28340;39410;46920;55890;81710;7,7;10,9;0,440;60,9;50,0;1,3;9,6;25,4;13,7;0
721810602;71,0;10,0;1;22500;31630;45580;0,73;13490;19990;24160;28520;36140;41530;51450;73990;5,5;8,3;0,405;60,2;51,5;1,5;7,2;27,3;12,5;0
721810701;60,0;12,0;1;18860;24850;33340;0,58;12730;17190;20180;22430;27650;31060;35820;44170;3,5;4,4;0,277;63,3;58,9;1,4;3,0;33,6;3,1;0
721810702;67,0;12,0;1;19440;25900;33930;0,56;12180;17350;21040;23330;28640;32000;36220;43230;3,6;4,3;0,272;64,8;58,4;1,8;4,6;32,2;3,0;0
721810801;51,0;25,0;1;13610;22020;30860;0,78;5840;11620;15420;18630;25020;28450;33760;42210;7,2;9,1;0,369;60,8;54,4;2,6;3,8;35,0;4,2;0
721810802;33,0;55,0;2;2470;11610;22100;1,69;0;1300;4670;7820;15570;19430;25080;32630;so;224,4;0,511;65,5;57,2;4,3;4,0;33,0;1,5;0
721810803;56,0;15,0;1;16820;22250;29610;0,57;9930;15270;17970;19970;25170;27800;31620;39140;3,9;5,4;0,303;57,1;53,0;1,9;2,2;39,2;3,7;0
721810804;47,0;30,0;1;11450;21040;31780;0,97;3730;9250;13620;17330;24800;29590;35030;47820;12,8;14,9;0,423;50,9;43,6;2,5;4,8;43,6;5,5;0
721810901;67,0;11,0;2;19340;25460;32380;0,51;11910;17400;21140;22910;28030;30550;34920;41980;3,5;4,1;0,263;55,1;50,5;1,2;3,4;42,1;2,8;0
721810902;77,0;9,0;2;23440;31390;41090;0,56;15250;21770;24850;28320;34530;38580;45120;61220;4,0;5,8;0,340;56,4;47,2;1,2;8,0;34,7;8,9;0
721811001;59,0;15,0;1;17620;24030;31200;0,57;11330;15760;18950;21730;26750;29060;33000;38760;3,4;4,4;0,267;67,6;61,9;2,3;3,4;29,7;2,7;0
721811002;48,0;35,0;1;10160;19310;28650;0,96;4190;8130;12250;16090;22470;26430;31300;37970;9,1;11,9;0,399;72,0;66,1;3,8;2,1;23,6;4,4;0
721811003;47,0;32,0;1;10740;19780;28350;0,89;4870;8900;13040;16830;22810;26310;30850;37130;7,6;10,1;0,362;73,5;66,4;3,7;3,4;24,3;2,2;0
721811101;61,0;15,0;2;17140;23700;31970;0,63;11450;15420;18670;21220;26650;30190;34300;42020;3,7;4,8;0,295;61,0;56,4;1,7;2,9;35,1;3,9;0
721811102;61,0;11,0;2;18810;24530;30380;0,47;12990;17800;20180;22290;26500;28890;32420;36890;2,8;3,7;0,246;62,6;57,9;2,5;2,2;34,5;2,9;0
721811103;55,0;11,0;2;17720;23790;30190;0,52;13420;16410;19030;21340;25740;28670;32240;38220;2,8;3,8;0,254;66,2;61,7;2,4;2,1;31,1;2,7;0
721811201;56,0;16,0;1;16650;23330;31480;0,64;10060;15000;18420;20890;26300;29600;33630;41890;4,2;5,5;0,308;66,3;60,2;2,5;3,6;30,4;3,3;0
